"species_code","common_name","scientific_name","bird_group","status_note","brief_description"
"ACANTHIS_HORNEMANNI","Hoary Redpoll","Acanthis hornemanni","Finches","No special state or federal status code shown","Finches. Range: Range context unavailable in the matched Cornell record. Indiana listing: No special state or federal status code shown."
"GRUS_MONACHA","Hooded Crane","Grus monacha","Cranes","No special state or federal status code shown","Cranes. Range: breeds Siberia and northwestern Manchuria; winters to eastern China, Korea, and Japan Indiana listing: No special state or federal status code shown."
"LOPHODYTES_CUCULLATUS","Hooded Merganser","Lophodytes cucullatus","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds southeastern Alaska to northwestern USA, southern Manitoba to Nova Scotia (central and southeastern Canada) southward to eastern Texas and northern Florida; winters to southern California, southern Texas, and southern Florida Indiana listing: No special state or federal status code shown."
"SETOPHAGA_CITRINA","Hooded Warbler","Setophaga citrina","New World Warblers","Indiana Special Concern","New World Warblers. Range: breeds eastern USA; winters Mexico to Panama Indiana listing: Indiana Special Concern."
"PODICEPS_AURITUS","Horned Grebe","Podiceps auritus","Grebes","No special state or federal status code shown","Grebes. Range: breeds Iceland, northern British Isles, and Scandinavia to eastern Russia; southern and central Alaska through western and central Canada, and northern tier of contiguous western and central USA states; winters to coasts of North Sea, northern Mediterranean, and western Asian seas; Korean Peninsula, and Japan; Aleutian Islands to northern Baja California (northwestern Mexico); western North Atlantic and Gulf of Mexico coasts to central Florida Indiana listing: No special state or federal status code shown."
"EREMOPHILA_ALPESTRIS","Horned Lark","Eremophila alpestris","Larks","No special state or federal status code shown","Larks. Range: Holarctic, in Old World from Arctic Circle southward to northern Africa, Iran, and the Himalayas, and eastward to eastern Russia and Inner Mongolia; in New World from Arctic southward to central Mexico, and disjunctly in central Colombia Indiana listing: No special state or federal status code shown."
"HAEMORHOUS_MEXICANUS","House Finch","Haemorhous mexicanus","Finches","Exotic or introduced","Finches. Range: desert scrub, cacti, and grassland, and varied woodland and anthropogenic habitats from southern British Columbia eastwards to Nova Scotia (southwestern to southeastern Canada) southwards in western USA through Mexico to northern Oaxaca and Veracruz, including Baja California and Isla Guadalupe; introduced to Hawaii, and to northeastern USA from whence has spread to southeastern Canada to Florida Indiana listing: Exotic or introduced."
"PASSER_DOMESTICUS","House Sparrow","Passer domesticus","Old World Sparrows","Exotic or introduced","Old World Sparrows. Range: native range extends from British Isles and Scandinavia to northern Africa, eastward through southeastern Siberia and western southeast Asia Indiana listing: Exotic or introduced."
"TROGLODYTES_AEDON","House Wren","Troglodytes aedon","Wrens","No special state or federal status code shown","Wrens. Range: Range context unavailable in the matched Cornell record. Indiana listing: No special state or federal status code shown."
"LIMOSA_HAEMASTICA","Hudsonian Godwit","Limosa haemastica","Sandpipers and Phalaropes","Indiana Special Concern","Sandpipers and Phalaropes. Range: breeds patchily in low Arctic bogs near treeline, in western and south-central Alaska, northern and south-central Northwest Territories, and southwestern Hudson Bay (northwestern to east-central Canada); winters mainly to temperate coastal wetlands, where highly localized, in northern Peru to southern Chile and southern Brazil to southern Argentina Indiana listing: Indiana Special Concern."
"LARUS_GLAUCOIDES","Iceland Gull","Larus glaucoides","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds on rocky cliffs of Arctic northeastern Canada to Greenland; winters coastal Iceland to northwestern Europe; Labrador to west-central North Atlantic coast; and east-central North Pacific coast Indiana listing: No special state or federal status code shown."
"PASSERINA_CYANEA","Indigo Bunting","Passerina cyanea","Tanagers, Cardinals, and Grosbeaks","No special state or federal status code shown","Tanagers, Cardinals, and Grosbeaks. Range: breeds Canada and USA; winters to Greater Antilles, Colombia, and Venezuela Indiana listing: No special state or federal status code shown."
"LARUS_DOMINICANUS","Kelp Gull","Larus dominicanus","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds coasts and islets of southern continents and islands, mostly in temperate to Antarctic waters, in Africa from Namibia around Cape through northeastern South Africa, and southern Madagascar; in Australia including Tasmania, and New Zealand and associated islands; in South America from northern Peru and southern Brazil south to Tierra del Fuego; and in subantarctic and Antarctic islands; some winter farther north Indiana listing: No special state or federal status code shown."
"GEOTHLYPIS_FORMOSA","Kentucky Warbler","Geothlypis formosa","New World Warblers","No special state or federal status code shown","New World Warblers. Range: breeds eastern USA; winters Mexico to northwestern South America Indiana listing: No special state or federal status code shown."
"CHARADRIUS_VOCIFERUS","Killdeer","Charadrius vociferus","Plovers","No special state or federal status code shown","Plovers. Range: breeds inland subarctic North America to central Mexico, Caribbean; locally coastal southwestern Central America, and coastal Ecuador to far northwestern Chile; winters to northern South America Indiana listing: No special state or federal status code shown."
"SOMATERIA_SPECTABILIS","King Eider","Somateria spectabilis","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds coastal northern and central Greenland, Svalbard (north of Norway), Russia from east of the White Sea to Chukotka (northeastern Russia); Arctic Coastal Plain of Alaska, northern slope of Canada and associated arctic islands; winters to Kamchatka (southeastern Russia) and Aleutian Islands, Newfoundland (southeastern Canada), southern Greenland, Iceland, and northern Norway Indiana listing: No special state or federal status code shown."
"RALLUS_ELEGANS","King Rail","Rallus elegans","Rails, Gallinules, and Coots","Indiana State Endangered","Rails, Gallinules, and Coots. Range: tidal, brackish and non-tidal marshes, swamps and rice fields in the Gulf of Mexico coast of the US southward seasonally and locally along the coast of Mexico to southern Veracruz; in the Atlantic coast from northeastern US southward to southern Florida and Cuba; also breeds locally northward to north-central US and southernmost Canada Indiana listing: Indiana State Endangered."
"SETOPHAGA_KIRTLANDII","Kirtland's Warbler","Setophaga kirtlandii","New World Warblers","Indiana State Endangered","New World Warblers. Range: breeds in young jack-pine mainly in northern Lower Peninsula of Michigan; winters in low scrub mainly in outer Bahamas Indiana listing: Indiana State Endangered."
"CALCARIUS_LAPPONICUS","Lapland Longspur","Calcarius lapponicus","Longspurs and Snow Buntings","No special state or federal status code shown","Longspurs and Snow Buntings. Range: Holarctic, breeding Greenland and Scandinavia to northeastern Siberia, including High Arctic islands, southward to Kamchatka, and Aleutian Islands, Alaska, and northern Canadian arctic eastward to Ellesmere Island; winters to central Eurasia and central USA Indiana listing: No special state or federal status code shown."
"CALAMOSPIZA_MELANOCORYS","Lark Bunting","Calamospiza melanocorys","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds western Canada and western USA; winters to northern Mexico Indiana listing: No special state or federal status code shown."
"CHONDESTES_GRAMMACUS","Lark Sparrow","Chondestes grammacus","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds shrub-steppe, prairie, and woodland-grassland ecotones from southern British Columbia eastward to southern Manitoba (interior southwestern to south-central Canada) southwards across interior western and central USA to southern California, and Zacatecas and San Luis Potosi (north-central Mexico), and eastwards to western Indiana and Arkansas, irregularly farther east; winters from southern USA southwards to southern Baja California and to southeastern Oaxaca (southern Mexico) Indiana listing: No special state or federal status code shown."
